date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:24:34	3496/3496	---M--	200	added ('OK')	image/svg+xml	etag:%22da8-575aa95ff9b40%22	https://demo.arrowthemes.com/html/truford/images/icons/icon-14.svg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/icons/icon-14.svg	(from https://demo.arrowthemes.com/html/truford/?page=lawford-icons)
13:24:34	1612/1612	---M--	200	added ('OK')	image/svg+xml	etag:%2264c-575aa806becc0%22	https://demo.arrowthemes.com/html/truford/images/icons/icon-15.svg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/icons/icon-15.svg	(from https://demo.arrowthemes.com/html/truford/?page=lawford-icons)
13:24:35	1680/1680	---M--	200	added ('OK')	image/svg+xml	etag:%22690-575aa806becc0%22	https://demo.arrowthemes.com/html/truford/images/icons/icon-16.svg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/icons/icon-16.svg	(from https://demo.arrowthemes.com/html/truford/?page=lawford-icons)
13:24:35	1122/1122	---M--	200	added ('OK')	image/svg+xml	etag:%22462-575aa806becc0%22	https://demo.arrowthemes.com/html/truford/images/icons/icon-17.svg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/icons/icon-17.svg	(from https://demo.arrowthemes.com/html/truford/?page=lawford-icons)
13:24:36	2557/2557	---M--	200	added ('OK')	image/svg+xml	etag:%229fd-575aa806becc0%22	https://demo.arrowthemes.com/html/truford/images/icons/icon-18.svg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/icons/icon-18.svg	(from https://demo.arrowthemes.com/html/truford/?page=lawford-icons)
13:24:37	1612/1612	---M--	200	added ('OK')	image/svg+xml	etag:%2264c-575aa806becc0%22	https://demo.arrowthemes.com/html/truford/images/icons/icon-19.svg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/icons/icon-19.svg	(from https://demo.arrowthemes.com/html/truford/?page=lawford-icons)
13:24:38	1783/1783	---M--	200	added ('OK')	image/svg+xml	etag:%226f7-575aa806becc0%22	https://demo.arrowthemes.com/html/truford/images/icons/icon-20.svg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/icons/icon-20.svg	(from https://demo.arrowthemes.com/html/truford/?page=lawford-icons)
13:24:39	2212/2212	---M--	200	added ('OK')	image/svg+xml	etag:%228a4-575aa806becc0%22	https://demo.arrowthemes.com/html/truford/images/icons/icon-21.svg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/icons/icon-21.svg	(from https://demo.arrowthemes.com/html/truford/?page=lawford-icons)
13:24:39	1733/1733	---M--	200	added ('OK')	image/svg+xml	etag:%226c5-575aa806becc0%22	https://demo.arrowthemes.com/html/truford/images/icons/icon-22.svg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/icons/icon-22.svg	(from https://demo.arrowthemes.com/html/truford/?page=lawford-icons)
13:24:40	1314/1314	---M--	200	added ('OK')	image/svg+xml	etag:%22522-575aa806becc0%22	https://demo.arrowthemes.com/html/truford/images/icons/icon-23.svg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/icons/icon-23.svg	(from https://demo.arrowthemes.com/html/truford/?page=lawford-icons)
13:24:40	2031/2031	---M--	200	added ('OK')	image/svg+xml	etag:%227ef-575aa97d8a100%22	https://demo.arrowthemes.com/html/truford/images/icons/icon-24.svg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/icons/icon-24.svg	(from https://demo.arrowthemes.com/html/truford/?page=lawford-icons)
13:24:41	3697/3697	---M--	200	added ('OK')	image/svg+xml	etag:%22e71-575aa993794c0%22	https://demo.arrowthemes.com/html/truford/images/icons/icon-25.svg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/icons/icon-25.svg	(from https://demo.arrowthemes.com/html/truford/?page=lawford-icons)
13:24:42	108508/108508	---M--	200	added ('OK')	image/jpeg	etag:%221a7dc-5828d3a647ced%22	https://demo.arrowthemes.com/html/truford/images/demo/styles/1.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/styles/1.jpg	(from https://demo.arrowthemes.com/html/truford/?page=color-styles)
13:24:42	65551/65551	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Aug%202020%2020:24:42%20GMT	https://demo.arrowthemes.com/html/truford/?page=home&style=default	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/indexeae8-2.html	(from https://demo.arrowthemes.com/html/truford/?page=color-styles)
13:24:43	65548/65548	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Aug%202020%2020:24:43%20GMT	https://demo.arrowthemes.com/html/truford/?page=home&style=merlot	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/index6858-2.html	(from https://demo.arrowthemes.com/html/truford/?page=color-styles)
13:24:44	105387/105387	---M--	200	added ('OK')	image/jpeg	etag:%2219bab-5828d3a618b04%22	https://demo.arrowthemes.com/html/truford/images/demo/styles/2.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/styles/2.jpg	(from https://demo.arrowthemes.com/html/truford/?page=color-styles)
13:24:44	102102/102102	---M--	200	added ('OK')	image/jpeg	etag:%2218ed6-5828d3a7716a9%22	https://demo.arrowthemes.com/html/truford/images/demo/styles/3.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/styles/3.jpg	(from https://demo.arrowthemes.com/html/truford/?page=color-styles)
13:24:44	65554/65554	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Aug%202020%2020:24:44%20GMT	https://demo.arrowthemes.com/html/truford/?page=home&style=eminence	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/indexa490-2.html	(from https://demo.arrowthemes.com/html/truford/?page=color-styles)
13:24:44	110557/110557	---M--	200	added ('OK')	image/jpeg	etag:%221afdd-5828d3a78c071%22	https://demo.arrowthemes.com/html/truford/images/demo/styles/4.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/styles/4.jpg	(from https://demo.arrowthemes.com/html/truford/?page=color-styles)
13:24:44	65542/65542	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Aug%202020%2020:24:44%20GMT	https://demo.arrowthemes.com/html/truford/?page=home&style=blue	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/index7847-2.html	(from https://demo.arrowthemes.com/html/truford/?page=color-styles)
13:24:45	65563/65563	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Aug%202020%2020:24:45%20GMT	https://demo.arrowthemes.com/html/truford/?page=home&style=thunderbird	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/index92eb-2.html	(from https://demo.arrowthemes.com/html/truford/?page=color-styles)
13:24:45	105356/105356	---M--	200	added ('OK')	image/jpeg	etag:%2219b8c-5828d3aa08bf9%22	https://demo.arrowthemes.com/html/truford/images/demo/styles/5.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/styles/5.jpg	(from https://demo.arrowthemes.com/html/truford/?page=color-styles)
13:24:45	99495/99495	---M--	200	added ('OK')	image/jpeg	etag:%22184a7-5828d3a99dd08%22	https://demo.arrowthemes.com/html/truford/images/demo/styles/6.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/styles/6.jpg	(from https://demo.arrowthemes.com/html/truford/?page=color-styles)
13:24:46	65545/65545	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Aug%202020%2020:24:46%20GMT	https://demo.arrowthemes.com/html/truford/?page=home&style=khaki	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/indexe4b5-2.html	(from https://demo.arrowthemes.com/html/truford/?page=color-styles)
13:24:46	177480/177480	---M--	200	added ('OK')	text/css	etag:%222b548-582dbe8985ab9%22	https://demo.arrowthemes.com/html/truford/css/rtl/default/bootstrap.css	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/css/rtl/default/bootstrap.css	(from https://demo.arrowthemes.com/html/truford/?page=rtl-language-support&direction=rtl)
13:24:47	280742/280742	---M--	200	added ('OK')	text/css	etag:%22448a6-582ec29ce3426%22	https://demo.arrowthemes.com/html/truford/css/rtl/default/template.css	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/css/rtl/default/template.css	(from https://demo.arrowthemes.com/html/truford/?page=rtl-language-support&direction=rtl)
13:24:47	129667/129667	---M--	200	added ('OK')	image/jpeg	etag:%221fa83-5828dbc802e53%22	https://demo.arrowthemes.com/html/truford/images/demo/default/slideshow/2-rtl.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/default/slideshow/2-rtl.jpg	(from https://demo.arrowthemes.com/html/truford/?page=rtl-language-support&direction=rtl)
13:24:47	162923/162923	---M--	200	added ('OK')	image/jpeg	etag:%2227c6b-5828dbc6c1d97%22	https://demo.arrowthemes.com/html/truford/images/demo/default/slideshow/1-rtl.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/default/slideshow/1-rtl.jpg	(from https://demo.arrowthemes.com/html/truford/?page=rtl-language-support&direction=rtl)
13:24:48	122818/122818	---M--	200	added ('OK')	image/jpeg	etag:%221dfc2-5828dbc94bff7%22	https://demo.arrowthemes.com/html/truford/images/demo/default/slideshow/3-rtl.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/default/slideshow/3-rtl.jpg	(from https://demo.arrowthemes.com/html/truford/?page=rtl-language-support&direction=rtl)
13:24:49	222671/222671	---M--	200	added ('OK')	application/javascript	etag:%22365cf-556ee6dafdb80%22	https://demo.arrowthemes.com/html/truford/vendor/uikit/js/uikit-rtl.min.js	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/vendor/uikit/js/uikit-rtl.min.js	(from https://demo.arrowthemes.com/html/truford/?page=rtl-language-support&direction=rtl)
13:24:49	20929/20929	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Aug%202020%2020:24:50%20GMT	https://demo.arrowthemes.com/html/truford/images/demo/general/truford-logo.png	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/general/truford-logo.png	(from https://demo.arrowthemes.com/html/truford/?page=coming-soon)
13:24:50	248930/248930	---M--	200	added ('OK')	text/css	etag:%223cc62-57ac24e181b00%22	https://demo.arrowthemes.com/html/truford/vendor/uikit/css/uikit3.css	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/vendor/uikit/css/uikit3.css	(from https://demo.arrowthemes.com/html/truford/?page=coming-soon)
13:24:50	148201/148201	---M--	200	added ('OK')	image/jpeg	etag:%22242e9-57ed870335000%22	https://demo.arrowthemes.com/html/truford/images/demo/general/coming-soon.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/general/coming-soon.jpg	(from https://demo.arrowthemes.com/html/truford/?page=coming-soon)
13:24:51	41985/41985	---M--	200	added ('OK')	image/jpeg	etag:%22a401-57ed870335000%22	https://demo.arrowthemes.com/html/truford/images/demo/general/about-us.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/general/about-us.jpg	(from https://demo.arrowthemes.com/html/truford/?page=about-us)
13:24:51	131365/131365	---M--	200	added ('OK')	application/javascript	etag:%2220125-57ac24e922d00%22	https://demo.arrowthemes.com/html/truford/vendor/uikit/js/uikit3.js	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/vendor/uikit/js/uikit3.js	(from https://demo.arrowthemes.com/html/truford/?page=coming-soon)
13:24:51	67841/67841	---M--	200	added ('OK')	image/jpeg	etag:%2210901-57ed870335000%22	https://demo.arrowthemes.com/html/truford/images/demo/blog/blog-2.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/blog/blog-2.jpg	(from https://demo.arrowthemes.com/html/truford/?page=single-service)
13:24:51	84524/84524	---M--	200	added ('OK')	image/jpeg	etag:%2214a2c-57ed870335000%22	https://demo.arrowthemes.com/html/truford/images/demo/avatar/staff-1-small.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/avatar/staff-1-small.jpg	(from https://demo.arrowthemes.com/html/truford/?page=our-team)
13:24:52	58674/58674	---M--	200	added ('OK')	image/jpeg	etag:%22e532-57ed870335000%22	https://demo.arrowthemes.com/html/truford/images/demo/avatar/staff-2-small.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/avatar/staff-2-small.jpg	(from https://demo.arrowthemes.com/html/truford/?page=our-team)
13:24:52	54524/54524	---M--	200	added ('OK')	image/jpeg	etag:%22d4fc-57ed870335000%22	https://demo.arrowthemes.com/html/truford/images/demo/avatar/staff-3-small.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/avatar/staff-3-small.jpg	(from https://demo.arrowthemes.com/html/truford/?page=our-team)
13:24:52	85944/85944	---M--	200	added ('OK')	image/jpeg	etag:%2214fb8-57ed870335000%22	https://demo.arrowthemes.com/html/truford/images/demo/avatar/staff-4-small.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/avatar/staff-4-small.jpg	(from https://demo.arrowthemes.com/html/truford/?page=our-team)
13:24:52	51088/51088	---M--	200	added ('OK')	image/jpeg	etag:%22c790-57ed870335000%22	https://demo.arrowthemes.com/html/truford/images/demo/gallery/1.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/gallery/1.jpg	(from https://demo.arrowthemes.com/html/truford/?page=3-column-gallery)
13:24:53	32014/32014	---M--	200	added ('OK')	image/jpeg	etag:%227d0e-57ed870335000%22	https://demo.arrowthemes.com/html/truford/images/demo/gallery/2.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/gallery/2.jpg	(from https://demo.arrowthemes.com/html/truford/?page=3-column-gallery)
13:24:53	32462/32462	---M--	200	added ('OK')	image/jpeg	etag:%227ece-57ed870335000%22	https://demo.arrowthemes.com/html/truford/images/demo/gallery/3.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/gallery/3.jpg	(from https://demo.arrowthemes.com/html/truford/?page=3-column-gallery)
13:24:54	60652/60652	---M--	200	added ('OK')	image/jpeg	etag:%22ecec-57ed870335000%22	https://demo.arrowthemes.com/html/truford/images/demo/gallery/4.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/gallery/4.jpg	(from https://demo.arrowthemes.com/html/truford/?page=3-column-gallery)
13:24:54	34776/34776	---M--	200	added ('OK')	image/jpeg	etag:%2287d8-57ed870335000%22	https://demo.arrowthemes.com/html/truford/images/demo/gallery/5.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/gallery/5.jpg	(from https://demo.arrowthemes.com/html/truford/?page=3-column-gallery)
13:24:54	64737/64737	---M--	200	added ('OK')	image/jpeg	etag:%22fce1-57ed870335000%22	https://demo.arrowthemes.com/html/truford/images/demo/gallery/6.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/gallery/6.jpg	(from https://demo.arrowthemes.com/html/truford/?page=3-column-gallery)
13:24:54	56803/56803	---M--	200	added ('OK')	image/jpeg	etag:%22dde3-57ed870335000%22	https://demo.arrowthemes.com/html/truford/images/demo/gallery/7.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/gallery/7.jpg	(from https://demo.arrowthemes.com/html/truford/?page=4-column-gallery)
13:24:55	53746/53746	---M--	200	added ('OK')	image/jpeg	etag:%22d1f2-57ed870335000%22	https://demo.arrowthemes.com/html/truford/images/demo/gallery/8.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/gallery/8.jpg	(from https://demo.arrowthemes.com/html/truford/?page=4-column-gallery)
13:24:56	16140/16140	---M--	200	added ('OK')	text/css	etag:%223f0c-5828d5f0a6e3f%22	https://demo.arrowthemes.com/html/truford/vendor/fullcalendar/fullcalendar.min.css	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/vendor/fullcalendar/fullcalendar.min.css	(from https://demo.arrowthemes.com/html/truford/?page=events)
13:24:56	51746/51746	---M--	200	added ('OK')	application/javascript	etag:%22ca22-5828d5f9a2f25%22	https://demo.arrowthemes.com/html/truford/vendor/fullcalendar/lib/moment.min.js	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/vendor/fullcalendar/lib/moment.min.js	(from https://demo.arrowthemes.com/html/truford/?page=events)
13:24:58	216949/216949	---M--	200	added ('OK')	application/javascript	etag:%2234f75-5828d5f1a604a%22	https://demo.arrowthemes.com/html/truford/vendor/fullcalendar/fullcalendar.min.js	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/vendor/fullcalendar/fullcalendar.min.js	(from https://demo.arrowthemes.com/html/truford/?page=events)
13:24:59	28706/28706	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Aug%202020%2020:24:58%20GMT	https://demo.arrowthemes.com/html/truford/?page=elements-icons	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/index9fcb.html	(from https://demo.arrowthemes.com/html/truford/?page=elements-typography)
13:24:59	124162/124162	---M--	200	added ('OK')	image/jpeg	etag:%221e502-57ed870335000%22	https://demo.arrowthemes.com/html/truford/images/background/bg-image-3.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/background/bg-image-3.jpg	(from https://demo.arrowthemes.com/html/truford/?page=elements-parallax)
13:24:59	101816/101816	---M--	200	added ('OK')	image/jpeg	etag:%2218db8-57ed870335000%22	https://demo.arrowthemes.com/html/truford/images/demo/blog/blog-4.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/blog/blog-4.jpg	(from https://demo.arrowthemes.com/html/truford/?page=blog)
13:25:00	74858/74858	---M--	200	added ('OK')	image/jpeg	etag:%221246a-57ed870335000%22	https://demo.arrowthemes.com/html/truford/images/demo/blog/blog-1.jpg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/blog/blog-1.jpg	(from https://demo.arrowthemes.com/html/truford/?page=blog)
13:25:01	13304/13304	---M--	200	added ('OK')	image/png	etag:%2233f8-57ed8706116c0%22	https://demo.arrowthemes.com/html/truford/images/demo/shop/t-shirt_06_black_front_thumb.png	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/shop/t-shirt_06_black_front_thumb.png	(from https://demo.arrowthemes.com/html/truford/?page=shop-grid)
13:25:01	15131/15131	---M--	200	added ('OK')	image/png	etag:%223b1b-57ed8707f9b40%22	https://demo.arrowthemes.com/html/truford/images/demo/shop/t-shirt_eagle_blue_front_thumb.png	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/shop/t-shirt_eagle_blue_front_thumb.png	(from https://demo.arrowthemes.com/html/truford/?page=shop-grid)
13:25:02	17689/17689	---M--	200	added ('OK')	image/png	etag:%224519-57ed8706116c0%22	https://demo.arrowthemes.com/html/truford/images/demo/shop/hoodie_03_greygrey_back_thumb.png	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/shop/hoodie_03_greygrey_back_thumb.png	(from https://demo.arrowthemes.com/html/truford/?page=shop-grid)
13:25:02	13082/13082	---M--	200	added ('OK')	image/png	etag:%22331a-57ed8706116c0%22	https://demo.arrowthemes.com/html/truford/images/demo/shop/canvas_bag_thumb.png	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/shop/canvas_bag_thumb.png	(from https://demo.arrowthemes.com/html/truford/?page=shop-grid)
13:25:02	13651/13651	---M--	200	added ('OK')	image/png	etag:%223553-57ed8706116c0%22	https://demo.arrowthemes.com/html/truford/images/demo/shop/t-shirt_05_white_front_thumb.png	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/shop/t-shirt_05_white_front_thumb.png	(from https://demo.arrowthemes.com/html/truford/?page=shop-grid)
13:25:03	18899/18899	---M--	200	added ('OK')	image/png	etag:%2249d3-57ed870705900%22	https://demo.arrowthemes.com/html/truford/images/demo/shop/t-shirt_blue_back_thumb.png	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/shop/t-shirt_blue_back_thumb.png	(from https://demo.arrowthemes.com/html/truford/?page=shop-grid)
13:25:03	20929/20929	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Aug%202020%2020:25:03%20GMT	https://demo.arrowthemes.com/html/truford/images/demo/general/logo-small-white.svg	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/general/logo-small-white.svg	(from https://demo.arrowthemes.com/html/truford/?page=shop-checkout)
13:25:04	57697/57697	---M--	200	added ('OK')	image/png	etag:%22e161-57ed87108ef80%22	https://demo.arrowthemes.com/html/truford/images/demo/shop/t-shirt_black_back.png	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/shop/t-shirt_black_back.png	(from https://demo.arrowthemes.com/html/truford/?page=shop-single-product)
13:25:04	130233/130233	---M--	200	added ('OK')	image/png	etag:%221fcb9-57ed870cbe680%22	https://demo.arrowthemes.com/html/truford/images/demo/shop/t-shirt_blue_back.png	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/shop/t-shirt_blue_back.png	(from https://demo.arrowthemes.com/html/truford/?page=shop-single-product)
13:25:05	28701/28701	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Aug%202020%2020:25:04%20GMT	https://demo.arrowthemes.com/html/truford/?page=news-item	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/index9fbc.html	(from https://demo.arrowthemes.com/html/truford/?page=shop-checkout)
13:25:08	73848/73848	---M--	200	added ('OK')	image/png	etag:%2212078-57ed87108ef80%22	https://demo.arrowthemes.com/html/truford/images/demo/shop/t-shirt_white_back.png	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/shop/t-shirt_white_back.png	(from https://demo.arrowthemes.com/html/truford/?page=shop-single-product)
13:25:08	80717/80717	---M--	200	added ('OK')	image/png	etag:%2213b4d-57ed870f9ad40%22	https://demo.arrowthemes.com/html/truford/images/demo/shop/t-shirt_grey_back.png	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/images/demo/shop/t-shirt_grey_back.png	(from https://demo.arrowthemes.com/html/truford/?page=shop-single-product)
13:25:09	65551/65551	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Aug%202020%2020:25:09%20GMT	https://demo.arrowthemes.com/html/truford/index.php?page=home	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/index9ba3-2.html	(from https://demo.arrowthemes.com/html/truford/index.php?option=com_content&view=article&id=31&Itemid=238)
13:25:09	46661/46661	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Aug%202020%2020:25:09%20GMT	https://demo.arrowthemes.com/html/truford/index.php?page=module-layouts	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/index4289-2.html	(from https://demo.arrowthemes.com/html/truford/index.php?option=com_content&view=article&id=31&Itemid=238)
13:25:10	65374/65374	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Aug%202020%2020:25:10%20GMT	https://demo.arrowthemes.com/html/truford/index.php?page=header-default&header=default	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/indexf7e9-2.html	(from https://demo.arrowthemes.com/html/truford/index.php?option=com_content&view=article&id=31&Itemid=238)
13:25:11	65370/65370	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Aug%202020%2020:25:11%20GMT	https://demo.arrowthemes.com/html/truford/index.php?page=header-metro&header=metro	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/indexf9a0-2.html	(from https://demo.arrowthemes.com/html/truford/index.php?option=com_content&view=article&id=31&Itemid=238)
13:25:12	64988/64988	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Aug%202020%2020:25:12%20GMT	https://demo.arrowthemes.com/html/truford/index.php?page=header-center&header=center	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/indexa9d9-2.html	(from https://demo.arrowthemes.com/html/truford/index.php?option=com_content&view=article&id=31&Itemid=238)
13:25:13	33179/33179	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Aug%202020%2020:25:14%20GMT	https://demo.arrowthemes.com/html/truford/index.php?page=full-content	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/index8b21-2.html	(from https://demo.arrowthemes.com/html/truford/index.php?option=com_content&view=article&id=31&Itemid=238)
13:25:16	32880/32880	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Aug%202020%2020:25:14%20GMT	https://demo.arrowthemes.com/html/truford/index.php?page=left-content	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/indexfa54-2.html	(from https://demo.arrowthemes.com/html/truford/index.php?option=com_content&view=article&id=31&Itemid=238)
13:25:17	32882/32882	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Aug%202020%2020:25:17%20GMT	https://demo.arrowthemes.com/html/truford/index.php?page=content-right	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/indexc5d5-2.html	(from https://demo.arrowthemes.com/html/truford/index.php?option=com_content&view=article&id=31&Itemid=238)
13:25:18	32993/32993	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Aug%202020%2020:25:18%20GMT	https://demo.arrowthemes.com/html/truford/index.php?page=left-content-right	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/indexed51-2.html	(from https://demo.arrowthemes.com/html/truford/index.php?option=com_content&view=article&id=31&Itemid=238)
13:25:19	32964/32964	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Aug%202020%2020:25:19%20GMT	https://demo.arrowthemes.com/html/truford/index.php?page=content-left-right	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/index86ea-2.html	(from https://demo.arrowthemes.com/html/truford/index.php?option=com_content&view=article&id=31&Itemid=238)
13:25:20	33018/33018	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Aug%202020%2020:25:20%20GMT	https://demo.arrowthemes.com/html/truford/index.php?page=left-right-content	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/index3b93-2.html	(from https://demo.arrowthemes.com/html/truford/index.php?option=com_content&view=article&id=31&Itemid=238)
13:25:20	63672/63672	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Aug%202020%2020:25:21%20GMT	https://demo.arrowthemes.com/html/truford/index.php?page=uikit-elements	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/index6053-2.html	(from https://demo.arrowthemes.com/html/truford/index.php?option=com_content&view=article&id=31&Itemid=238)
13:25:21	122916/122916	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Aug%202020%2020:25:21%20GMT	https://demo.arrowthemes.com/html/truford/index.php?page=lawford-icons	C:/Users/user/Desktop/restaurant/demo.arrowthemes.com/html/truford/indexb8bc-2.html	(from https://demo.arrowthemes.com/html/truford/index.php?option=com_content&view=article&id=31&Itemid=238)
